data,ora,consumo
20231017,15,1083
20231017,16,246
20231017,17,679
20231017,18,835
20231017,19,576
20231017,20,859
20231017,21,477
20231017,22,426
20231017,23,285
20231018,00,604
20231018,01,812
20231018,02,176
20231018,03,171
20231018,04,195
20231018,05,170
20231018,06,181
20231018,07,179
20231018,08,187
20231018,09,164
20231018,10,262
20231018,11,169
20231018,12,181
20231018,13,435
20231018,14,394
20231018,15,362
20231018,16,304
20231018,17,602
20231018,18,1323
20231018,19,758
20231018,20,950
20231018,21,483
20231018,22,373
20231018,23,237
20231019,00,315
20231019,01,948
20231019,02,176
20231019,03,177
20231019,04,187
20231019,05,212
20231019,06,229
20231019,07,406
20231019,08,446
20231019,09,510
20231019,10,576
20231019,11,365
20231019,12,1556
20231019,13,639
20231019,14,274
20231019,15,211
20231019,16,215
20231019,17,268
20231019,18,330
20231019,19,333
20231019,20,583
20231019,21,609
20231019,22,505
20231019,23,343
20231020,00,231
20231020,01,699
20231020,02,596
20231020,03,185
20231020,04,191
20231020,05,171
20231020,06,189
20231020,07,229
20231020,08,190
20231020,09,172
20231020,10,163
20231020,11,262
20231020,12,419
20231020,13,1160
20231020,14,655
20231020,15,792
20231020,16,967
20231020,17,278
20231020,18,280
20231020,19,484
20231020,20,794
20231020,21,970
20231020,22,1072
20231020,23,467
20231021,00,374
20231021,01,904
20231021,02,274
20231021,03,281
20231021,04,229
20231021,05,174
20231021,06,197
20231021,07,253
20231021,08,193
20231021,09,179
20231021,10,211
20231021,11,191
20231021,12,193
20231021,13,201
20231021,14,973
20231021,15,1088
20231021,16,496
20231021,17,407
20231021,18,1809
20231021,19,1339
20231021,20,1233
20231021,21,869
20231021,22,788
20231021,23,631
20231022,00,604
20231022,01,491
20231022,02,389
20231022,03,193
20231022,04,174
20231022,05,179
20231022,06,188
20231022,07,181
20231022,08,803
20231022,09,1138
20231022,10,1211
20231022,11,894
20231022,12,1272
20231022,13,1136
20231022,14,829
20231022,15,465
20231022,16,403
20231022,17,782
20231022,18,737
20231022,19,384
20231022,20,474
20231022,21,823
20231022,22,721
20231022,23,871
20231023,00,198
20231023,01,180
20231023,02,181
20231023,03,172
20231023,04,190
20231023,05,174
20231023,06,491
20231023,07,701
20231023,08,284
20231023,09,267
20231023,10,176
20231023,11,166
20231023,12,190
20231023,13,431
20231023,14,407
20231023,15,1088
20231023,16,222
20231023,17,218
20231023,18,642
20231023,19,1176
20231023,20,852
20231023,21,674
20231023,22,562
20231023,23,308
20231024,00,202
20231024,01,635
20231024,02,612
20231024,03,191
20231024,04,167
20231024,05,187
20231024,06,190
20231024,07,201
20231024,08,197
20231024,09,166
20231024,10,178
20231024,11,183
20231024,12,224
20231024,13,998
20231024,14,807
20231024,15,931
20231024,16,313
20231024,17,266
20231024,18,306
20231024,19,607
20231024,20,783
20231024,21,1157
20231024,22,583
20231024,23,275
20231025,00,452
20231025,01,858
20231025,02,181
20231025,03,191
20231025,04,191
20231025,05,205
20231025,06,186
20231025,07,216
20231025,08,189
20231025,09,169
20231025,10,250
20231025,11,249
20231025,12,372
20231025,13,1045
20231025,14,508
20231025,15,303
20231025,16,1234
20231025,17,889
20231025,18,750
20231025,19,413
20231025,20,1442
20231025,21,435
20231025,22,279
20231025,23,241
20231026,00,201
20231026,01,180
20231026,02,184
20231026,03,175
20231026,04,178
20231026,05,181
20231026,06,191
20231026,07,605
20231026,08,787
20231026,09,293
20231026,10,203
20231026,11,214
20231026,12,405
20231026,13,505
20231026,14,367
20231026,15,342
20231026,16,330
20231026,17,365
20231026,18,427
20231026,19,307
20231026,20,1038
20231026,21,523
20231026,22,370
20231026,23,333
20231027,00,543
20231027,01,902
20231027,02,207
20231027,03,199
20231027,04,204
20231027,05,193
20231027,06,189
20231027,07,198
20231027,08,220
20231027,09,196
20231027,10,266
20231027,11,379
20231027,12,377
20231027,13,330
20231027,14,790
20231027,15,426
20231027,16,421
20231027,17,1030
20231027,18,1301
20231027,19,1336
20231027,20,1288
20231027,21,770
20231027,22,1145
20231027,23,513
20231028,00,290
20231028,01,218
20231028,02,221
20231028,03,276
20231028,04,232
20231028,05,210
20231028,06,215
20231028,07,215
20231028,08,207
20231028,09,251
20231028,10,251
20231028,11,846
20231028,12,623
20231028,13,1269
20231028,14,1509
20231028,15,588
20231028,16,351
20231028,17,738
20231028,18,634
20231028,19,1234
20231028,20,1072
20231028,21,618
20231028,22,465
20231028,23,410
20231029,00,703
20231029,01,922
20231029,02,243
20231029,03,225
20231029,04,201
20231029,05,192
20231029,06,205
20231029,07,306
20231029,08,677
20231029,09,294
20231029,10,463
20231029,11,1846
20231029,12,1203
20231029,13,1738
20231029,14,1141
20231029,15,992
20231029,16,426
20231029,17,287
20231029,18,430
20231029,19,414
20231029,20,330
20231029,21,755
20231029,22,705
20231029,23,870
20231030,00,170
20231030,01,178
20231030,02,174
20231030,03,178
20231030,04,197
20231030,05,183
20231030,06,815
20231030,07,254
20231030,08,181
20231030,09,166
20231030,10,334
20231030,11,311
20231030,12,222
20231030,13,1585
20231030,14,811
20231030,15,836
20231030,16,1070
20231030,17,461
20231030,18,509
20231030,19,609
20231030,20,839
20231030,21,497
20231030,22,371
20231030,23,288
20231031,00,202
20231031,01,178
20231031,02,181
20231031,03,179
20231031,04,196
20231031,05,565
20231031,06,290
20231031,07,264
20231031,08,173
20231031,09,168
20231031,10,184
20231031,11,288
20231031,12,269
20231031,13,1179
20231031,14,639
20231031,15,822
20231031,16,743
20231031,17,461
20231031,18,593
20231031,19,830
20231031,20,614
20231031,21,535
20231031,22,884
20231031,23,489
20231101,00,1030
20231101,01,391
20231101,02,205
20231101,03,197
20231101,04,187
20231101,05,180
20231101,06,199
20231101,07,430
20231101,08,476
20231101,09,228
20231101,10,847
20231101,11,1663
20231101,12,1870
20231101,13,1424
20231101,14,1337
20231101,15,932
20231101,16,295
20231101,17,378
20231101,18,219
20231101,19,195
20231101,20,499
20231101,21,391
20231101,22,284
20231101,23,231
20231102,00,241
20231102,01,1029
20231102,02,227
20231102,03,181
20231102,04,187
20231102,05,185
20231102,06,190
20231102,07,441
20231102,08,243
20231102,09,175
20231102,10,171
20231102,11,204
20231102,12,247
20231102,13,229
20231102,14,232
20231102,15,405
20231102,16,410
20231102,17,1416
20231102,18,1299
20231102,19,772
20231102,20,564
20231102,21,324
20231102,22,229
20231102,23,196
20231103,00,653
20231103,01,663
20231103,02,177
20231103,03,185
20231103,04,205
20231103,05,209
20231103,06,250
20231103,07,324
20231103,08,172
20231103,09,170
20231103,10,172
20231103,11,222
20231103,12,194
20231103,13,192
20231103,14,193
20231103,15,410
20231103,16,711
20231103,17,355
20231103,18,344
20231103,19,846
20231103,20,450
20231103,21,369
20231103,22,308
20231103,23,333
20231104,00,236
20231104,01,235
20231104,02,196
20231104,03,178
20231104,04,208
20231104,05,183
20231104,06,183
20231104,07,231
20231104,08,644
20231104,09,509
20231104,10,1883
20231104,11,1211
20231104,12,528
20231104,13,972
20231104,14,368
20231104,15,795
20231104,16,1275
20231104,17,680
20231104,18,524
20231104,19,428
20231104,20,348
20231104,21,355
20231104,22,214
20231104,23,210
20231105,00,179
20231105,01,178
20231105,02,180
20231105,03,168
20231105,04,172
20231105,05,180
20231105,06,210
20231105,07,189
20231105,08,762
20231105,09,798
20231105,10,630
20231105,11,1263
20231105,12,1229
20231105,13,1113
20231105,14,0
20231105,15,0
20231105,16,0
20231105,17,0
20231105,18,0
20231105,19,0
20231105,20,0
20231105,21,0
20231105,22,0
20231105,23,0
20231106,00,7256
20231106,01,0
20231106,02,0
20231106,03,0
20231106,04,0
20231106,05,0
20231106,06,0
20231106,07,0
20231106,08,0
20231106,09,0
20231106,10,0
20231106,11,0
20231106,12,0
20231106,13,0
20231106,14,-3325
20231106,15,267
20231106,16,392
20231106,17,413
20231106,18,334
20231106,19,309
20231106,20,357
20231106,21,299
20231106,22,395
20231106,23,1016
20231107,00,190
20231107,01,182
20231107,02,179
20231107,03,172
20231107,04,184
20231107,05,184
20231107,06,221
20231107,07,405
20231107,08,718
20231107,09,401
20231107,10,1068
20231107,11,877
20231107,12,881
20231107,13,682
20231107,14,367
20231107,15,310
20231107,16,769
20231107,17,1014
20231107,18,329
20231107,19,480
20231107,20,437
20231107,21,308
20231107,22,223
20231107,23,196
20231108,00,184
20231108,01,190
20231108,02,190
20231108,03,179
20231108,04,174
20231108,05,180
20231108,06,184
20231108,07,332
20231108,08,179
20231108,09,168
20231108,10,169
20231108,11,180
20231108,12,210
20231108,13,1181
20231108,14,903
20231108,15,429
20231108,16,1272
20231108,17,347
20231108,18,348
20231108,19,887
20231108,20,484
20231108,21,268
20231108,22,217
20231108,23,205
20231109,00,687
20231109,01,643
20231109,02,166
20231109,03,173
20231109,04,197
20231109,05,183
20231109,06,189
20231109,07,382
20231109,08,177
20231109,09,177
20231109,10,173
20231109,11,271
20231109,12,347
20231109,13,508
20231109,14,373
20231109,15,464
20231109,16,310
20231109,17,362
20231109,18,318
20231109,19,690
20231109,20,625
20231109,21,375
20231109,22,259
20231109,23,175
20231110,00,677
20231110,01,645
20231110,02,175
20231110,03,191
20231110,04,179
20231110,05,187
20231110,06,191
20231110,07,238
20231110,08,173
20231110,09,175
20231110,10,280
20231110,11,245
20231110,12,206
20231110,13,1505
20231110,14,437
20231110,15,458
20231110,16,1338
20231110,17,1051
20231110,18,1073
20231110,19,1460
20231110,20,1182
20231110,21,568
20231110,22,328
20231110,23,287
20231111,00,197
20231111,01,185
20231111,02,167
20231111,03,178
20231111,04,170
20231111,05,212
20231111,06,240
20231111,07,227
20231111,08,176
20231111,09,709
20231111,10,333
20231111,11,201
20231111,12,261
20231111,13,1174
20231111,14,1042
20231111,15,1307
20231111,16,673
20231111,17,1073
20231111,18,976
20231111,19,1103
20231111,20,1217
20231111,21,429
20231111,22,298
20231111,23,257
20231112,00,237
20231112,01,176
20231112,02,176
20231112,03,171
20231112,04,174
20231112,05,188
20231112,06,201
20231112,07,343
20231112,08,686
20231112,09,2698
20231112,10,803
20231112,11,1428
20231112,12,1291
20231112,13,895
20231112,14,615
20231112,15,1528
20231112,16,1984
20231112,17,1022
20231112,18,811
20231112,19,836
20231112,20,1580
20231112,21,1568
20231112,22,2382
20231112,23,1173
20231113,00,278
20231113,01,276
20231113,02,183
20231113,03,190
20231113,04,180
20231113,05,238
20231113,06,246
20231113,07,415
20231113,08,168
20231113,09,177
20231113,10,174
20231113,11,189
20231113,12,217
20231113,13,922
20231113,14,524
20231113,15,1503
20231113,16,1084
20231113,17,549
20231113,18,344
20231113,19,349
20231113,20,1500
20231113,21,664
20231113,22,326
20231113,23,223
20231114,00,246
20231114,01,717
20231114,02,653
20231114,03,219
20231114,04,205
20231114,05,220
20231114,06,229
20231114,07,255
20231114,08,185
20231114,09,167
20231114,10,173
20231114,11,225
20231114,12,254
20231114,13,992
20231114,14,379
20231114,15,806
20231114,16,850
20231114,17,1709
20231114,18,1247
20231114,19,1830
20231114,20,828
20231114,21,1022
20231114,22,441
20231114,23,372
20231115,00,1105
20231115,01,322
20231115,02,170
20231115,03,185
20231115,04,175
20231115,05,177
20231115,06,178
20231115,07,245
20231115,08,165
20231115,09,171
20231115,10,250
20231115,11,216
20231115,12,211
20231115,13,390
20231115,14,433
20231115,15,280
20231115,16,288
20231115,17,352
20231115,18,485
20231115,19,396
20231115,20,1012
20231115,21,538
20231115,22,245
20231115,23,218
20231116,00,606
20231116,01,799
20231116,02,182
20231116,03,172
20231116,04,188
20231116,05,185
20231116,06,167
20231116,07,214
20231116,08,157
20231116,09,168
20231116,10,169
20231116,11,221
20231116,12,257
20231116,13,1254
20231116,14,812
20231116,15,1203
20231116,16,871
20231116,17,597
20231116,18,557
20231116,19,1096
20231116,20,1115
20231116,21,764
20231116,22,395
20231116,23,339
20231117,00,580
20231117,01,784
20231117,02,183
20231117,03,191
20231117,04,205
20231117,05,200
20231117,06,252
20231117,07,634
20231117,08,306
20231117,09,228
20231117,10,231
20231117,11,308
20231117,12,196
20231117,13,1098
20231117,14,472
20231117,15,352
20231117,16,947
20231117,17,1427
20231117,18,605
20231117,19,1310
20231117,20,1958
20231117,21,655
20231117,22,464
20231117,23,313
20231118,00,201
20231118,01,182
20231118,02,170
20231118,03,175
20231118,04,186
20231118,05,189
20231118,06,173
20231118,07,189
20231118,08,159
20231118,09,163
20231118,10,166
20231118,11,187
20231118,12,217
20231118,13,1111
20231118,14,1091
20231118,15,1549
20231118,16,1173
20231118,17,575
20231118,18,686
20231118,19,991
20231118,20,1601
20231118,21,782
20231118,22,911
20231118,23,492
20231119,00,359
20231119,01,261
20231119,02,220
20231119,03,195
20231119,04,189
20231119,05,183
20231119,06,195
20231119,07,221
20231119,08,201
20231119,09,847
20231119,10,1195
20231119,11,687
20231119,12,477
20231119,13,1128
20231119,14,480
20231119,15,1379
20231119,16,1423
20231119,17,1208
20231119,18,449
20231119,19,545
20231119,20,965
20231119,21,653
20231119,22,974
20231119,23,888
20231120,00,188
20231120,01,230
20231120,02,201
20231120,03,175
20231120,04,191
20231120,05,180
20231120,06,262
20231120,07,474
20231120,08,250
20231120,09,175
20231120,10,172
20231120,11,207
20231120,12,186
20231120,13,611
20231120,14,383
20231120,15,1257
20231120,16,290
20231120,17,386
20231120,18,343
20231120,19,677
20231120,20,645
20231120,21,407
20231120,22,394
20231120,23,254
20231121,00,182
20231121,01,164
20231121,02,166
20231121,03,171
20231121,04,203
20231121,05,182
20231121,06,243
20231121,07,540
20231121,08,460
20231121,09,193
20231121,10,1076
20231121,11,2639
20231121,12,1955
20231121,13,1027
20231121,14,665
20231121,15,511
20231121,16,1070
20231121,17,929
20231121,18,496
20231121,19,1112
20231121,20,442
20231121,21,438
20231121,22,782
20231121,23,674
20231122,00,859
20231122,01,181
20231122,02,177
20231122,03,171
20231122,04,187
20231122,05,179
20231122,06,255
20231122,07,197
20231122,08,169
20231122,09,169
20231122,10,168
20231122,11,181
20231122,12,185
20231122,13,622
20231122,14,350
20231122,15,1081
20231122,16,671
20231122,17,525
20231122,18,422
20231122,19,441
20231122,20,493
20231122,21,353
20231122,22,267
20231122,23,253
20231123,00,191
20231123,01,181
20231123,02,178
20231123,03,177
20231123,04,176
20231123,05,178
20231123,06,361
20231123,07,565
20231123,08,246
20231123,09,181
20231123,10,181
20231123,11,309
20231123,12,421
20231123,13,439
20231123,14,899
20231123,15,788
20231123,16,535
20231123,17,414
20231123,18,328
20231123,19,998
20231123,20,1561
20231123,21,637
20231123,22,433
20231123,23,350
20231124,00,234
20231124,01,178
20231124,02,176
20231124,03,185
20231124,04,175
20231124,05,175
20231124,06,173
20231124,07,215
20231124,08,165
20231124,09,175
20231124,10,166
20231124,11,252
20231124,12,278
20231124,13,838
20231124,14,803
20231124,15,1261
20231124,16,559
20231124,17,710
20231124,18,1958
20231124,19,1497
20231124,20,870
20231124,21,705
20231124,22,365
20231124,23,266
20231125,00,603
20231125,01,696
20231125,02,176
20231125,03,178
20231125,04,172
20231125,05,174
20231125,06,185
20231125,07,471
20231125,08,195
20231125,09,187
20231125,10,419
20231125,11,1556
20231125,12,474
20231125,13,840
20231125,14,1424
20231125,15,1076
20231125,16,819
20231125,17,867
20231125,18,1096
20231125,19,740
20231125,20,1522
20231125,21,817
20231125,22,1648
20231125,23,718
20231126,00,765
20231126,01,196
20231126,02,181
20231126,03,169
20231126,04,179
20231126,05,192
20231126,06,203
20231126,07,524
20231126,08,488
20231126,09,600
20231126,10,1545
20231126,11,1750
20231126,12,2262
20231126,13,1730
20231126,14,528
20231126,15,978
20231126,16,1207
20231126,17,782
20231126,18,448
20231126,19,359
20231126,20,1047
20231126,21,625
20231126,22,663
20231126,23,284
20231127,00,171
20231127,01,169
20231127,02,169
20231127,03,172
20231127,04,189
20231127,05,190
20231127,06,215
20231127,07,814
20231127,08,283
20231127,09,266
20231127,10,183
20231127,11,177
20231127,12,189
20231127,13,1021
20231127,14,1016
20231127,15,459
20231127,16,927
20231127,17,1117
20231127,18,729
20231127,19,544
20231127,20,634
20231127,21,401
20231127,22,347
20231127,23,289
20231128,00,181
20231128,01,162
20231128,02,159
20231128,03,169
20231128,04,164
20231128,05,171
20231128,06,235
20231128,07,1181
20231128,08,398
20231128,09,746
20231128,10,1357
20231128,11,2154
20231128,12,1416
20231128,13,1263
20231128,14,755
20231128,15,728
20231128,16,947
20231128,17,253
20231128,18,310
20231128,19,487
20231128,20,790
20231128,21,552
20231128,22,304
20231128,23,233
20231129,00,581
20231129,01,845
20231129,02,161
20231129,03,181
20231129,04,159
20231129,05,169
20231129,06,181
20231129,07,698
20231129,08,194
20231129,09,160
20231129,10,175
20231129,11,312
20231129,12,204
20231129,13,646
20231129,14,542
20231129,15,327
20231129,16,999
20231129,17,963
20231129,18,482
20231129,19,862
20231129,20,573
20231129,21,461
20231129,22,439
20231129,23,282
20231130,00,221
20231130,01,193
20231130,02,161
20231130,03,169
20231130,04,191
20231130,05,167
20231130,06,195
20231130,07,225
20231130,08,168
20231130,09,171
20231130,10,302
20231130,11,194
20231130,12,266
20231130,13,615
20231130,14,389
20231130,15,1031
20231130,16,557
20231130,17,286
20231130,18,354
20231130,19,602
20231130,20,1073
20231130,21,591
20231130,22,402
20231130,23,522
20231201,00,216
20231201,01,1090
20231201,02,288
20231201,03,187
20231201,04,171
20231201,05,180
20231201,06,179
20231201,07,217
20231201,08,164
20231201,09,163
20231201,10,310
20231201,11,269
20231201,12,215
20231201,13,901
20231201,14,495
20231201,15,1246
20231201,16,966
20231201,17,516
20231201,18,679
20231201,19,883
20231201,20,1721
20231201,21,617
20231201,22,365
20231201,23,255
20231202,00,205
20231202,01,179
20231202,02,178
20231202,03,170
20231202,04,204
20231202,05,191
20231202,06,171
20231202,07,238
20231202,08,169
20231202,09,169
20231202,10,366
20231202,11,447
20231202,12,988
20231202,13,1637
20231202,14,669
20231202,15,1580
20231202,16,970
20231202,17,785
20231202,18,1458
20231202,19,1102
20231202,20,1503
20231202,21,569
20231202,22,382
20231202,23,271
20231203,00,260
20231203,01,215
20231203,02,174
20231203,03,170
20231203,04,169
20231203,05,183
20231203,06,201
20231203,07,543
20231203,08,307
20231203,09,1737
20231203,10,1111
20231203,11,2893
20231203,12,2351
20231203,13,921
20231203,14,448
20231203,15,1112
20231203,16,2166
20231203,17,1579
20231203,18,344
20231203,19,376
20231203,20,397
20231203,21,1176
20231203,22,621
20231203,23,1111
20231204,00,803
20231204,01,267
20231204,02,224
20231204,03,181
20231204,04,239
20231204,05,220
20231204,06,262
20231204,07,776
20231204,08,353
20231204,09,243
20231204,10,165
20231204,11,179
20231204,12,182
20231204,13,182
20231204,14,367
20231204,15,407
20231204,16,815
20231204,17,1187
20231204,18,1116
20231204,19,1158
20231204,20,756
20231204,21,598
20231204,22,375
20231204,23,250
20231205,00,204
20231205,01,161
20231205,02,163
20231205,03,171
20231205,04,184
20231205,05,184
20231205,06,244
20231205,07,1125
20231205,08,318
20231205,09,2098
20231205,10,1498
20231205,11,894
20231205,12,1803
20231205,13,671
20231205,14,519
20231205,15,1885
20231205,16,884
20231205,17,618
20231205,18,538
20231205,19,1169
20231205,20,776
20231205,21,722
20231205,22,451
20231205,23,235
20231206,00,167
20231206,01,169
20231206,02,169
20231206,03,173
20231206,04,200
20231206,05,180
20231206,06,167
20231206,07,191
20231206,08,163
20231206,09,181
20231206,10,175
20231206,11,356
20231206,12,290
20231206,13,207
20231206,14,310
20231206,15,1105
20231206,16,1004
20231206,17,443
20231206,18,497
20231206,19,573
20231206,20,580
20231206,21,562
20231206,22,548
20231206,23,550
20231207,00,415
20231207,01,174
20231207,02,173
20231207,03,165
20231207,04,177
20231207,05,175
20231207,06,169
20231207,07,191
20231207,08,165
20231207,09,175
20231207,10,158
20231207,11,710
20231207,12,960
20231207,13,1050
20231207,14,805
20231207,15,532
20231207,16,487
20231207,17,378
20231207,18,376
20231207,19,445
20231207,20,847
20231207,21,609
20231207,22,243
20231207,23,196
20231208,00,166
20231208,01,1114
20231208,02,284
20231208,03,176
20231208,04,187
20231208,05,175
20231208,06,189
20231208,07,207
20231208,08,165
20231208,09,174
20231208,10,160
20231208,11,244
20231208,12,290
20231208,13,1420
20231208,14,628
20231208,15,927
20231208,16,1051
20231208,17,567
20231208,18,503
20231208,19,541
20231208,20,634
20231208,21,664
20231208,22,525
20231208,23,334
20231209,00,249
20231209,01,225
20231209,02,197
20231209,03,169
20231209,04,182
20231209,05,173
20231209,06,175
20231209,07,172
20231209,08,160
20231209,09,182
20231209,10,161
20231209,11,188
20231209,12,197
20231209,13,1343
20231209,14,855
20231209,15,376
20231209,16,716
20231209,17,2283
20231209,18,658
20231209,19,628
20231209,20,746
20231209,21,555
20231209,22,449
20231209,23,1025
20231210,00,409
20231210,01,338
20231210,02,267
20231210,03,165
20231210,04,168
20231210,05,178
20231210,06,172
20231210,07,175
20231210,08,246
20231210,09,318
20231210,10,1170
20231210,11,1533
20231210,12,1131
20231210,13,1404
20231210,14,1394
20231210,15,1182
20231210,16,2615
20231210,17,523
20231210,18,421
20231210,19,496
20231210,20,1311
20231210,21,800
20231210,22,1867
20231210,23,1306
20231211,00,585
20231211,01,429
20231211,02,303
20231211,03,282
20231211,04,252
20231211,05,188
20231211,06,173
20231211,07,802
20231211,08,272
20231211,09,290
20231211,10,260
20231211,11,256
20231211,12,205
20231211,13,1500
20231211,14,686
20231211,15,346
20231211,16,1049
20231211,17,1062
20231211,18,434
20231211,19,589
20231211,20,526
20231211,21,427
20231211,22,328
20231211,23,237
20231212,00,210
20231212,01,160
20231212,02,160
20231212,03,232
20231212,04,202
20231212,05,175
20231212,06,738
20231212,07,250
20231212,08,293
20231212,09,819
20231212,10,1979
20231212,11,2413
20231212,12,1963
20231212,13,811
20231212,14,605
20231212,15,1539
20231212,16,753
20231212,17,647
20231212,18,653
20231212,19,895
20231212,20,691
20231212,21,792
20231212,22,495
20231212,23,237
20231213,00,178
20231213,01,169
20231213,02,172
20231213,03,167
20231213,04,189
20231213,05,191
20231213,06,191
20231213,07,197
20231213,08,164
20231213,09,182
20231213,10,168
20231213,11,586
20231213,12,210
20231213,13,641
20231213,14,472
20231213,15,408
20231213,16,745
20231213,17,1105
20231213,18,355
20231213,19,1012
20231213,20,863
20231213,21,557
20231213,22,262
20231213,23,224
20231214,00,216
20231214,01,180
20231214,02,172
20231214,03,164
20231214,04,189
20231214,05,176
20231214,06,183
20231214,07,185
20231214,08,169
20231214,09,183
20231214,10,170
20231214,11,295
20231214,12,318
20231214,13,894
20231214,14,393
20231214,15,660
20231214,16,527
20231214,17,573
20231214,18,996
20231214,19,1184
20231214,20,780
20231214,21,592
20231214,22,387
20231214,23,225
20231215,00,715
20231215,01,670
20231215,02,171
20231215,03,163
20231215,04,185
20231215,05,179
20231215,06,193
20231215,07,193
20231215,08,221
20231215,09,214
20231215,10,175
20231215,11,258
20231215,12,236
20231215,13,1085
20231215,14,556
20231215,15,314
20231215,16,686
20231215,17,283
20231215,18,389
20231215,19,541
20231215,20,1112
20231215,21,843
20231215,22,804
20231215,23,275
20231216,00,178
20231216,01,174
20231216,02,157
20231216,03,172
20231216,04,167
20231216,05,169
20231216,06,1093
20231216,07,1323
20231216,08,623
20231216,09,626
20231216,10,620
20231216,11,461
20231216,12,674
20231216,13,894
20231216,14,931
20231216,15,879
20231216,16,275
20231216,17,557
20231216,18,827
20231216,19,577
20231216,20,1221
20231216,21,605
20231216,22,564
20231216,23,444
20231217,00,328
20231217,01,179
20231217,02,164
20231217,03,177
20231217,04,177
20231217,05,181
20231217,06,225
20231217,07,841
20231217,08,237
20231217,09,370
20231217,10,2204
20231217,11,2550
20231217,12,2476
20231217,13,1460
20231217,14,606
20231217,15,1253
20231217,16,2204
20231217,17,1129
20231217,18,556
20231217,19,1733
20231217,20,708
20231217,21,501
20231217,22,356
20231217,23,295
20231218,00,192
20231218,01,175
20231218,02,170
20231218,03,168
20231218,04,184
20231218,05,176
20231218,06,508
20231218,07,615
20231218,08,301
20231218,09,305
20231218,10,176
20231218,11,214
20231218,12,193
20231218,13,1117
20231218,14,411
20231218,15,939
20231218,16,993
20231218,17,477
20231218,18,570
20231218,19,695
20231218,20,814
20231218,21,704
20231218,22,583
20231218,23,398
20231219,00,293
20231219,01,750
20231219,02,680
20231219,03,162
20231219,04,199
20231219,05,181
20231219,06,189
20231219,07,1160
20231219,08,437
20231219,09,370
20231219,10,757
20231219,11,2428
20231219,12,3050
20231219,13,1080
20231219,14,437
20231219,15,1244
20231219,16,481
20231219,17,334
20231219,18,391
20231219,19,567
20231219,20,1256
20231219,21,522
20231219,22,692
20231219,23,811
20231220,00,342
20231220,01,817
20231220,02,710
20231220,03,197
20231220,04,205
20231220,05,175
20231220,06,175
20231220,07,218
20231220,08,164
20231220,09,234
20231220,10,261
20231220,11,174
20231220,12,218
20231220,13,1010
20231220,14,911
20231220,15,948
20231220,16,1178
20231220,17,833
20231220,18,600
20231220,19,548
20231220,20,808
20231220,21,618
20231220,22,266
20231220,23,182
20231221,00,170
20231221,01,177
20231221,02,165
20231221,03,160
20231221,04,223
20231221,05,175
20231221,06,171
20231221,07,300
20231221,08,161
20231221,09,183
20231221,10,159
20231221,11,282
20231221,12,411
20231221,13,1449
20231221,14,378
20231221,15,301
20231221,16,315
20231221,17,1354
20231221,18,1219
20231221,19,1117
20231221,20,2120
20231221,21,593
20231221,22,329
20231221,23,266
20231222,00,200
20231222,01,200
20231222,02,602
20231222,03,284
20231222,04,227
20231222,05,181
20231222,06,167
20231222,07,807
20231222,08,655
20231222,09,185
20231222,10,162
20231222,11,415
20231222,12,1256
20231222,13,974
20231222,14,573
20231222,15,990
20231222,16,1157
20231222,17,588
20231222,18,625
20231222,19,429
20231222,20,775
20231222,21,570
20231222,22,461
20231222,23,303
20231223,00,216
20231223,01,184
20231223,02,177
20231223,03,196
20231223,04,173
20231223,05,185
20231223,06,173
20231223,07,186
20231223,08,167
20231223,09,387
20231223,10,1392
20231223,11,355
20231223,12,254
20231223,13,1224
20231223,14,480
20231223,15,722
20231223,16,1787
20231223,17,1315
20231223,18,1240
20231223,19,551
20231223,20,719
20231223,21,455
20231223,22,439
20231223,23,384
20231224,00,967
20231224,01,418
20231224,02,191
20231224,03,177
20231224,04,173
20231224,05,184
20231224,06,189
20231224,07,545
20231224,08,190
20231224,09,160
20231224,10,184
20231224,11,185
20231224,12,906
20231224,13,1415
20231224,14,1033
20231224,15,1366
20231224,16,1123
20231224,17,811
20231224,18,525
20231224,19,1401
20231224,20,2062
20231224,21,718
20231224,22,445
20231224,23,236
20231225,00,211
20231225,01,693
20231225,02,741
20231225,03,189
20231225,04,180
20231225,05,181
20231225,06,177
20231225,07,205
20231225,08,223
20231225,09,2377
20231225,10,2083
20231225,11,1296
20231225,12,1211
20231225,13,991
20231225,14,828
20231225,15,984
20231225,16,496
20231225,17,702
20231225,18,733
20231225,19,548
20231225,20,1344
20231225,21,1176
20231225,22,477
20231225,23,445
20231226,00,228
20231226,01,228
20231226,02,191
20231226,03,195
20231226,04,177
20231226,05,183
20231226,06,197
20231226,07,415
20231226,08,482
20231226,09,480
20231226,10,278
20231226,11,516
20231226,12,1440
20231226,13,612
20231226,14,496
20231226,15,782
20231226,16,1360
20231226,17,723
20231226,18,823
20231226,19,1496
20231226,20,777
20231226,21,722
20231226,22,615
20231226,23,637
20231227,00,324
20231227,01,325
20231227,02,264
20231227,03,189
20231227,04,198
20231227,05,185
20231227,06,179
20231227,07,188
20231227,08,161
20231227,09,180
20231227,10,161
20231227,11,174
20231227,12,263
20231227,13,1071
20231227,14,344
20231227,15,245
20231227,16,443
20231227,17,450
20231227,18,572
20231227,19,1024
20231227,20,2249
20231227,21,777
20231227,22,564
20231227,23,371
20231228,00,241
20231228,01,667
20231228,02,670
20231228,03,191
